back_test_date,cal_beta_date,sto_call_number,hold_period,Margin_ratio,beta,return,capital_cost,return_rate
50,10,200000,5,0.1,0.4166718469860657,-49741.000681529826,2049792.6860499182,-2.4187988835483325
50,20,200000,5,0.1,0.2962707276289568,-57155.40187487567,2026100.1537828264,-2.8165706814736837
50,30,200000,5,0.1,0.25468899871781925,-59716.03936816754,2017917.7011676927,-2.956115108163446
50,40,200000,5,0.1,0.40017478674370693,-50756.90338908568,2046546.3945354267,-2.4727560754088977
50,50,200000,5,0.1,0.5149190444373772,-43690.85644769318,2069125.7695643872,-2.10096685885724
50,60,200000,5,0.1,0.47529369572374625,-46131.018419258304,2061328.2934445187,-2.228438434988214
50,70,200000,5,0.1,0.3693631258733399,-52654.311123715095,2040483.275909356,-2.5739920312366857
50,80,200000,5,0.1,0.4692143009986668,-46505.392609009454,2060131.9901505176,-2.2480807397227602
50,90,200000,5,0.1,0.43467218990305,-48632.52457502058,2053334.7935291224,-2.3601195212085457
50,100,200000,5,0.1,0.46986779789897654,-46465.14972569262,2060260.5852705606,-2.2459682206223457
50,110,200000,5,0.1,0.44436023722229206,-48035.92655343634,2055241.2074806027,-2.3286211571230293
50,120,200000,5,0.1,0.4087018486905515,-50231.79981353753,2048224.3497853267,-2.444845125888036
50,130,200000,5,0.1,0.39883977315290164,-50839.11463773231,2046283.6905610277,-2.4771300128001283
50,140,200000,5,0.1,0.40125827427475497,-50690.18132465578,2046759.6032117861,-2.4692070443576077
50,150,200000,5,0.1,0.42726093443231056,-49088.9158585888,2051876.40667759,-2.3842549563028568
50,160,200000,5,0.1,0.4462141286566429,-47921.762375091654,2055606.0162370545,-2.3226003331342513
50,170,200000,5,0.1,0.43761171011610095,-48451.50647243246,2053913.2323166463,-2.350556196447525
50,180,200000,5,0.1,0.4297555722097733,-48935.293986857476,2052367.3014994394,-2.3761271092491505
50,190,200000,5,0.1,0.42610058086330876,-49160.37139764565,2051648.0723022819,-2.388036861087324
50,200,200000,5,0.1,0.43331631880209415,-48716.020246511245,2053067.9852138762,-2.364532477436098
60,10,200000,5,0.1,0.1787691841274429,-1626.7560558067446,2029137.6368558062,-0.07829028643945285
60,20,200000,5,0.1,0.16073132517559757,-1798.9501639395178,2025541.7896737559,-0.0868686410484219
60,30,200000,5,0.1,0.42116980338052207,687.2635046381392,2077460.2003039068,0.034108398145227224
60,40,200000,5,0.1,0.5597785390474777,2010.458662184321,2105091.851759115,0.09606085898933307
60,50,200000,5,0.1,0.5061168096497775,1498.1897915180525,2094394.3860036833,0.07227017808522924
60,60,200000,5,0.1,0.3774001335307624,269.42681552963194,2068734.7166193572,0.014201321977158529
60,70,200000,5,0.1,0.4894334874756576,1338.9264449017194,2091068.5657282725,0.06482410112851257
60,80,200000,5,0.1,0.44233558291266717,889.3175587918222,2081679.5984536402,0.043675037280764085
60,90,200000,5,0.1,0.4780784290214585,1230.5280940477624,2088804.9348254276,0.059742565928322534
60,100,200000,5,0.1,0.449364405405805,956.4165323263511,2083080.7942176473,0.04684339564403811
60,110,200000,5,0.1,0.41130679468994324,593.1086501449317,2075494.00952144,0.029637168855148294
60,120,200000,5,0.1,0.40053241617285384,490.2536214861487,2073346.1371640589,0.024743093466000638
60,130,200000,5,0.1,0.403245517916182,516.1535986515697,2073886.993996591,0.025976428030486914
60,140,200000,5,0.1,0.4306569734733078,777.8305058100854,2079351.4676619035,0.038401268705721865
60,150,200000,5,0.1,0.44997536658853565,962.2489271934415,2083202.5893294243,0.04711859519392284
60,160,200000,5,0.1,0.440762858073053,874.303917105266,2081366.075756863,0.04296552141577512
60,170,200000,5,0.1,0.4327271856206421,797.5932911443948,2079764.1644534748,0.0393369858374461
60,180,200000,5,0.1,0.42868494266717433,759.0049851771179,2078958.3433207013,0.03750958315992501
60,190,200000,5,0.1,0.43628095087735,831.5184615609996,2080472.6075574001,0.040942389933593865
60,200,200000,5,0.1,0.42785257713787817,751.0590066471686,2078792.4112524365,0.03713311443870579
70,10,200000,5,0.1,-0.21084514821282643,-9777.10751185828,1965382.604100242,-0.4954414610615173
70,20,200000,5,0.1,0.4575055809632929,-5049.591803621435,2099568.3347836873,-0.2396607479620178
70,30,200000,5,0.1,0.6109445047762578,-3964.2560795549216,2130374.486716079,-0.18548685232556789
70,40,200000,5,0.1,0.5353674581619292,-4498.843175003773,2115200.7751001106,-0.2119732476507822
70,50,200000,5,0.1,0.3838346052776461,-5570.696486524015,2084777.3077510293,-0.2662402735919573
70,60,200000,5,0.1,0.5067572325748618,-4701.214901366354,2109456.659237244,-0.22209928600303624
70,70,200000,5,0.1,0.45063506627431504,-5098.189739851493,2098188.93173456,-0.24212369547062657
70,80,200000,5,0.1,0.4872272886833867,-4839.358113451643,2105535.604502233,-0.22904326324134203
70,90,200000,5,0.1,0.456110383524511,-5059.460600826256,2099288.2190007637,-0.24016063753391523
70,100,200000,5,0.1,0.4159066850401378,-5343.837661876801,2091216.4650222014,-0.25462287334662
70,110,200000,5,0.1,0.4030160965542117,-5435.0180210734625,2088628.4031567555,-0.2592835939029397
70,120,200000,5,0.1,0.4055723000533875,-5416.936957242356,2089141.6157850043,-0.25835845519008765
70,130,200000,5,0.1,0.43392831835515616,-5216.363342083871,2094834.6940880478,-0.2481262768910586
70,140,200000,5,0.1,0.45369302423245617,-5076.559563282282,2098802.8823223277,-0.24102707649596192
70,150,200000,5,0.1,0.4437949990796318,-5146.572308608654,2096815.6416723595,-0.24457894715846426
70,160,200000,5,0.1,0.4355090672381635,-5205.18206427722,2095152.063299502,-0.24755750507726296
70,170,200000,5,0.1,0.43102386083980593,-5236.9077477803385,2094251.562003466,-0.24917178381141714
70,180,200000,5,0.1,0.43882812072032823,-5181.70505319839,2095818.4344086212,-0.2463638316249062
70,190,200000,5,0.1,0.4302052123273621,-5242.698380651906,2094087.2007721248,-0.24946657490361704
70,200,200000,5,0.1,0.44250394217505196,-5155.7044775884815,2096556.4343332595,-0.2450427346905944
80,10,200000,5,0.1,0.664681188491747,-3336.8472112012914,2171595.707006632,-0.1564839200644741
80,20,200000,5,0.1,0.7367265918104094,-2126.8628474165744,2186265.952257395,-0.10073887899296652
80,30,200000,5,0.1,0.6222440509794931,-4049.568224178227,2162954.4448806993,-0.1896734929526726
80,40,200000,5,0.1,0.4383776241675126,-7137.558452832185,2125514.6437211093,-0.3365907768661812
80,50,200000,5,0.1,0.5567178951623248,-5150.063471696071,2149611.681402428,-0.24144481230071102
80,60,200000,5,0.1,0.47582599162975664,-6508.6225736316555,2133140.067545609,-0.30624967534534986
80,70,200000,5,0.1,0.5077255940677998,-5972.876802450961,2139635.624092056,-0.2805748199809074
80,80,200000,5,0.1,0.47232192154262453,-6567.472546284074,2132426.551274117,-0.309079511286371
80,90,200000,5,0.1,0.430001417101076,-7278.23473627782,2123809.0385572067,-0.34340709367560474
80,100,200000,5,0.1,0.4141915934360791,-7543.756734180004,2120589.7632134217,-0.3563025533986274
80,110,200000,5,0.1,0.41658645534352273,-7503.535632930648,2121077.4169693245,-0.35434664179067976
80,120,200000,5,0.1,0.44535439538425214,-7020.385341251153,2126935.288760118,-0.33092162576925854
80,130,200000,5,0.1,0.4646392989313722,-6696.500253872272,2130862.1772449007,-0.3152905178278605
80,140,200000,5,0.1,0.4538649657096275,-6877.452460786218,2128668.2536426224,-0.3240163928338438
80,150,200000,5,0.1,0.4454346914943862,-7019.036788348962,2126951.6390555445,-0.330856423224905
80,160,200000,5,0.1,0.44004140230562305,-7109.615718956212,2125853.4305444825,-0.3352381440413926
80,170,200000,5,0.1,0.4478256590943883,-6978.881091010126,2127438.4998330944,-0.3289153541521994
80,180,200000,5,0.1,0.43880783444320104,-7130.333179841206,2125602.245288497,-0.33624097944248554
80,190,200000,5,0.1,0.45084359721347356,-6928.195582056677,2128053.0274825934,-0.3264665570691222
80,200,200000,5,0.1,0.4506255703611562,-6931.857288009273,2128008.6317647905,-0.3266434197006718
90,10,200000,5,0.1,0.9662309210759638,-4660.950980344091,2242837.917380503,-0.20947982412529387
90,20,200000,5,0.1,0.6473688293150176,-3892.822973305083,2177623.533791128,-0.1772091933923874
90,30,200000,5,0.1,0.36108952161618113,-3203.1857923382254,2119073.0536043225,-0.14654394534232024
90,40,200000,5,0.1,0.5446748975978065,-3645.4367610736217,2156620.3426675866,-0.1664004915567964
90,50,200000,5,0.1,0.4612254647629985,-3444.409896519295,2139553.0792210274,-0.15746101930277742
90,60,200000,5,0.1,0.5029663872920843,-3544.9623687720136,2148090.025454282,-0.1619502482402144
90,70,200000,5,0.1,0.46704775870843224,-3458.4356059412053,2140743.867717179,-0.15808935481780811
90,80,200000,5,0.1,0.4197659070803826,-3344.535222676467,2131073.6783514293,-0.15296644682239513
90,90,200000,5,0.1,0.4027498688693293,-3303.5441614732586,2127593.5204030857,-0.15111139271175814
90,100,200000,5,0.1,0.4051102661959752,-3309.2302788926227,2128076.2741096593,-0.1513690809043087
90,110,200000,5,0.1,0.4364579345118927,-3384.7457528577056,2134487.5688951155,-0.15478030049619595
90,120,200000,5,0.1,0.45835999318921306,-3437.507072301329,2138967.0266070426,-0.15715152389912276
90,130,200000,5,0.1,0.4469654873716326,-3410.058092723618,2136636.596956107,-0.15591914005605526
90,140,200000,5,0.1,0.4377297059917718,-3387.809407388895,2134747.6744243396,-0.15491826080461069
90,150,200000,5,0.1,0.4325644283161266,-3375.366427965143,2133691.2603557217,-0.15435772830250064
90,160,200000,5,0.1,0.44094496150769164,-3395.554849306829,2135405.2656274675,-0.15526689813515254
90,170,200000,5,0.1,0.4315398023710301,-3372.898138678007,2133481.701580484,-0.154246470596253
90,180,200000,5,0.1,0.44461169703363235,-3404.387891316701,2136155.1945255343,-0.15566422847571149
90,190,200000,5,0.1,0.4447407826853704,-3404.6988542908784,2136181.5954098846,-0.1556782112148407
90,200,200000,5,0.1,0.473949569395616,-3475.0618347250315,2142155.441376279,-0.15883328573273248
100,10,200000,5,0.1,0.41956802536860616,-7792.38607854009,2120277.897482258,-0.35579735384732825
100,20,200000,5,0.1,0.018197190672542583,140.34883147027304,2038602.9463299557,0.027607357429409694
100,30,200000,5,0.1,0.42704087566903537,-7940.080268877529,2121798.5477898917,-0.3626558107765868
100,40,200000,5,0.1,0.3958268149295743,-7323.162326898482,2115446.7985700187,-0.3339426447056825
100,50,200000,5,0.1,0.4658845715793238,-8707.791113674477,2129702.8514706763,-0.39814813601740817
100,60,200000,5,0.1,0.4321435966821709,-8040.930977543483,2122836.900488855,-0.3673333572976087
100,70,200000,5,0.1,0.38269120773185356,-7063.5488204501435,2112773.8338613547,-0.32180785923490507
100,80,200000,5,0.1,0.36830745943964827,-6779.266923633244,2109846.8849213743,-0.3084847621313921
100,90,200000,5,0.1,0.3718270056139043,-6848.827600170829,2110563.0773723735,-0.3117481933163898
100,100,200000,5,0.1,0.4074115868744765,-7552.124964159919,2117804.183813087,-0.34461933503277914
100,110,200000,5,0.1,0.4322172748546614,-8042.387160605373,2122851.8932601744,-0.36740086286450174
100,120,200000,5,0.1,0.42116901896115244,-7824.028282368656,2120603.683668405,-0.3572675468907039
100,130,200000,5,0.1,0.4122151676368867,-7647.063433807023,2118781.6644624304,-0.3490394153014015
100,140,200000,5,0.1,0.4087369276226786,-7578.319136511486,2118073.877401939,-0.34583927289972316
100,150,200000,5,0.1,0.41894404570165084,-7780.053679523253,2120150.923859828,-0.3552242307099184
100,160,200000,5,0.1,0.4104009817277876,-7611.207674867148,2118412.495771787,-0.34737054678689566
100,170,200000,5,0.1,0.4254810136182727,-7909.250993117482,2121481.1314611817,-0.36122500745938396
100,180,200000,5,0.1,0.42642548360689836,-7927.917596175228,2121673.3216591678,-0.36209138570863597
100,190,200000,5,0.1,0.4591619910990902,-8574.925334073712,2128334.8735687537,-0.39202443323436637
100,200,200000,5,0.1,0.5395863225177783,-10164.44018246169,2144700.420769143,-0.4647719089652035
